user_id,event_type,dress_id,body_match_score,style_score,final_rating
U2718,College,D146,0.66,0.94,3
U4386,Reception,D15,0.87,0.69,4
U335,Wedding,D157,0.71,0.8,5
U2599,Wedding,D94,0.91,0.81,5
U4922,Reception,D188,0.92,0.62,4
U361,Festival,D186,0.77,0.89,5
U1599,Formal,D195,0.72,0.6,3
U3798,Formal,D101,0.73,0.85,5
U2084,Festival,D115,0.74,0.83,3
U1075,Party,D109,0.86,0.92,5
U872,Party,D95,0.93,0.69,3
U2717,Party,D99,0.79,0.67,5
U3198,College,D124,0.85,0.83,4
U3632,College,D19,0.96,0.66,3
U1830,Formal,D21,0.65,0.64,5
U364,Reception,D141,0.84,0.7,3
U4636,Formal,D184,0.7,0.96,3
U3375,College,D35,0.69,0.91,4
U1407,Party,D1,0.75,0.62,3
U4921,Party,D54,0.76,0.99,5
U1028,Wedding,D97,0.69,0.89,5
U1714,Formal,D195,0.62,0.64,3
U4559,Formal,D125,0.98,0.91,3
U966,Party,D40,0.94,0.67,5
U4303,Party,D54,0.62,0.96,3
U4292,Party,D132,0.91,0.64,3
U2154,Wedding,D94,0.67,0.8,5
U4207,Formal,D96,0.85,0.95,5
U107,Festival,D108,0.97,0.89,5
U4421,Reception,D50,0.6,0.83,4
U596,Wedding,D28,0.64,0.93,5
U2533,Party,D191,0.72,0.88,4
U3443,Wedding,D154,0.83,0.74,4
U4974,Festival,D66,0.7,0.67,4
U3439,College,D63,0.79,0.92,5
U4984,Reception,D166,0.61,0.9,5
U636,Formal,D149,0.69,0.73,3
U2853,Wedding,D176,1.0,0.8,3
U734,Festival,D34,0.86,0.61,4
U3525,Wedding,D196,0.83,0.76,4
U516,College,D168,0.87,0.76,3
U3713,Festival,D126,0.69,0.78,4
U4539,College,D19,0.73,0.67,5
U3189,Formal,D164,0.63,0.7,5
U3591,Reception,D47,0.95,0.89,5
U3587,College,D3,0.67,0.64,5
U904,Reception,D50,0.61,0.77,4
U4942,College,D93,0.69,0.7,4
U575,Party,D128,0.65,0.68,5
U835,Reception,D80,0.7,0.72,5
U4089,College,D3,0.88,0.63,5
U3335,College,D70,0.76,0.67,3
U58,Wedding,D30,0.87,0.84,3
U1312,Party,D65,0.68,0.82,4
U3740,Reception,D136,0.75,0.98,4
U534,College,D155,0.68,0.67,4
U1922,Reception,D188,0.86,0.89,5
U2627,Party,D191,0.66,0.76,4
U645,Formal,D159,0.99,0.81,4
U3796,Wedding,D196,0.94,0.98,3
U4715,Reception,D46,0.61,0.84,3
U3319,College,D146,0.69,0.63,3
U1165,Reception,D53,0.68,0.7,5
U3885,Formal,D75,0.86,0.72,5
U3714,Festival,D88,0.79,0.87,5
U1902,Wedding,D94,0.78,0.82,3
U609,Party,D174,0.75,0.96,3
U3820,Festival,D111,0.84,0.66,5
U2918,Formal,D164,0.73,0.91,3
U3379,Formal,D164,0.7,0.98,4
U1747,Festival,D186,0.81,0.76,4
U11,Formal,D67,0.85,0.87,4
U3587,Formal,D14,0.69,0.85,3
U4802,Reception,D11,0.9,0.83,4
U4767,Reception,D136,0.9,0.8,5
U3178,Wedding,D30,0.75,0.76,4
U856,Wedding,D157,0.67,0.66,5
U1117,Reception,D57,0.88,0.68,3
U1591,Wedding,D198,0.91,0.74,4
U4807,Wedding,D196,0.76,0.88,3
U97,Reception,D15,0.66,0.62,3
U173,Festival,D105,0.99,0.65,5
U1798,Reception,D37,0.82,0.85,5
U873,Reception,D189,0.71,0.9,4
U2923,Festival,D107,0.85,0.61,4
U919,Party,D174,0.71,0.92,5
U1236,Reception,D187,0.96,0.61,5
U4020,Party,D32,0.91,0.92,3
U5,Festival,D138,0.8,0.87,3
U3747,Formal,D84,0.74,0.95,4
U4374,Formal,D143,0.95,0.67,5
U2703,Party,D128,0.66,0.87,4
U1286,Reception,D60,0.7,0.69,4
U727,Wedding,D30,0.87,0.7,5
U976,Party,D40,0.93,0.63,3
U3800,Formal,D6,0.91,0.82,3
U2148,Festival,D111,0.92,0.66,3
U902,Wedding,D24,0.67,0.85,5
U48,Wedding,D83,0.61,0.96,5
U900,College,D129,0.87,0.79,3
U380,Formal,D38,0.79,0.81,5
U2993,College,D130,0.71,0.64,4
U1181,Party,D180,0.65,0.81,3
U3067,Reception,D80,0.76,0.72,5
U503,Wedding,D59,0.99,0.7,4
U299,College,D13,0.68,0.77,4
U4322,Reception,D110,0.8,0.61,3
U2548,Wedding,D118,0.87,0.81,3
U268,Wedding,D198,0.93,0.93,5
U1974,Party,D56,0.91,0.88,4
U2562,College,D124,0.8,0.84,5
U1824,Wedding,D157,0.78,0.82,4
U4230,Festival,D34,0.63,0.67,5
U3903,Wedding,D28,0.86,0.87,4
U3591,Festival,D186,0.63,0.69,5
U309,Formal,D21,0.88,0.89,4
U197,Reception,D47,0.82,0.86,3
U2819,Reception,D187,0.62,0.83,5
U4955,Party,D165,0.81,0.62,4
U1839,Wedding,D196,0.93,0.76,3
U3775,Party,D191,0.64,0.79,5
U2959,Formal,D142,0.73,0.82,3
U1269,Formal,D18,0.89,0.92,5
U1498,Wedding,D170,0.99,0.93,3
U292,College,D63,0.94,0.99,5
U1595,College,D13,0.62,0.76,5
U4285,Formal,D39,0.93,0.78,3
U507,Party,D1,0.71,0.63,4
U3289,Wedding,D163,0.68,0.62,5
U3698,Party,D180,0.61,0.88,4
U2581,Formal,D195,0.63,0.66,3
U2580,Festival,D183,0.78,0.83,5
U3478,College,D130,0.82,0.7,5
U1788,Formal,D185,0.87,0.93,5
U475,Wedding,D86,0.75,0.97,5
U2386,Festival,D52,0.71,1.0,3
U1473,Formal,D27,0.88,0.94,4
U2805,Reception,D87,0.9,0.93,5
U4009,Party,D65,0.98,0.84,5
U4417,Party,D121,0.98,0.9,3
U459,Festival,D9,0.92,0.78,3
U770,Reception,D41,0.76,0.89,4
U1859,College,D124,0.88,0.64,3
U458,Festival,D177,0.85,0.97,4
U889,Wedding,D167,0.62,0.77,3
U2234,Festival,D106,0.96,0.93,4
U2992,College,D93,0.63,0.72,3
U1262,Wedding,D59,0.67,0.94,3
U3630,Festival,D66,0.92,0.78,4
U3943,Reception,D193,0.69,0.93,4
U796,Reception,D193,0.94,0.95,3
U2797,Formal,D71,0.96,0.72,5
U3693,Party,D137,0.82,0.87,4
U3240,College,D35,0.98,0.7,4
U2611,College,D3,0.76,0.76,3
U758,Party,D109,0.93,0.62,5
U1032,Party,D99,0.79,0.65,3
U1397,Party,D56,0.81,1.0,5
U3161,Wedding,D170,0.86,0.77,3
U4689,Party,D158,0.91,0.8,3
U2849,Formal,D48,0.66,0.89,3
U3574,College,D3,0.65,0.68,3
U4164,College,D130,0.63,0.84,3
U3512,Formal,D164,0.71,0.74,4
U2353,Reception,D12,0.8,0.95,5
U4684,Formal,D77,0.61,0.82,3
U4268,Reception,D11,0.61,1.0,4
U963,Reception,D12,0.98,0.9,3
U1221,College,D155,0.77,1.0,3
U1313,Festival,D148,0.61,0.87,4
U1185,College,D13,0.8,0.62,5
U2109,Festival,D153,0.79,0.65,3
U4853,Party,D78,0.82,0.93,4
U4890,Wedding,D190,0.85,0.77,3
U4544,Party,D56,0.74,0.62,5
U3872,Party,D137,0.74,0.89,5
U2837,Formal,D22,0.76,0.74,4
U3484,Formal,D159,0.63,0.76,4
U3744,Festival,D106,0.95,0.91,5
U4555,Festival,D131,0.72,0.98,4
U4190,Festival,D183,0.65,0.61,4
U1879,Wedding,D83,0.7,0.95,3
U4075,Party,D32,0.86,0.7,4
U709,Reception,D46,0.62,0.98,3
U1022,Festival,D62,0.83,0.84,5
U2658,Festival,D197,0.94,0.9,3
U4495,College,D199,1.0,0.66,3
U4962,Festival,D108,0.93,0.78,5
U4157,Party,D128,0.61,0.71,5
U2633,Wedding,D173,0.9,0.74,4
U2674,Wedding,D28,0.77,0.68,4
U4847,Formal,D142,0.76,0.95,4
U9,Wedding,D118,0.79,0.88,5
U2320,Wedding,D86,0.78,0.84,3
U128,Festival,D92,0.81,0.75,3
U3350,College,D93,0.63,0.99,4
U1390,Festival,D153,0.66,0.84,5
U138,College,D45,0.63,0.96,3
U3459,Formal,D14,0.61,0.89,3
U983,Reception,D80,1.0,0.69,3
U4249,Festival,D34,0.78,1.0,5
U2947,Wedding,D150,0.82,0.69,5
U932,Party,D180,0.89,0.63,4
U4163,Reception,D110,0.75,0.72,4
U939,College,D3,0.95,0.62,3
U1896,Formal,D74,0.88,0.93,4
U1304,Formal,D171,0.61,0.68,5
U1975,Formal,D184,0.9,0.62,5
U3214,Party,D99,0.99,0.61,3
U3767,Reception,D200,0.69,0.98,5
U2582,Formal,D14,0.63,0.78,4
U4763,Festival,D49,0.96,0.73,3
U3783,Party,D54,0.93,0.72,3
U2252,College,D146,0.79,0.86,3
U2995,Wedding,D86,0.67,0.85,4
U2179,Reception,D120,0.76,0.79,4
U3757,Festival,D49,0.86,0.76,4
U475,Formal,D195,0.85,0.63,4
U3910,Formal,D161,0.8,0.84,4
U4566,Festival,D117,0.82,0.63,3
U1020,Party,D151,0.67,0.62,3
U3150,Reception,D36,0.87,0.75,5
U2493,Reception,D80,0.79,0.83,3
U4981,Reception,D12,0.95,0.77,3
U1276,Formal,D64,0.73,0.87,4
U85,College,D146,0.68,0.98,4
U70,Formal,D123,0.79,0.91,5
U3717,Wedding,D112,0.8,0.7,3
U1250,Formal,D7,0.77,0.6,5
U553,Wedding,D23,0.96,0.66,4
U2113,Festival,D119,0.66,0.86,5
U4679,Formal,D127,0.65,0.94,4
U4091,Festival,D49,0.61,0.95,3
U890,Wedding,D176,0.91,0.76,4
U2505,Festival,D148,0.6,0.68,3
U3261,Party,D132,0.89,0.85,4
U4314,Reception,D152,0.66,0.75,3
U1376,Wedding,D154,0.62,0.67,3
U4410,Formal,D185,0.94,0.62,4
U4557,College,D130,0.84,0.85,4
U3427,Wedding,D26,0.95,0.97,4
U4812,Festival,D69,0.74,0.71,3
U4995,College,D16,0.69,0.67,5
U1665,College,D116,0.84,0.67,4
U1864,Formal,D14,0.73,0.66,3
U746,Wedding,D154,0.61,0.68,4
U2743,Formal,D125,1.0,0.68,3
U4989,Formal,D22,0.89,0.81,5
U3211,Festival,D49,0.65,0.98,4
U3906,Festival,D169,0.8,0.65,3
U4846,Wedding,D59,0.64,0.85,3
U4982,College,D19,0.82,0.68,3
U940,Party,D192,0.74,0.91,4
U1545,Wedding,D2,0.87,0.72,5
U3354,Reception,D189,0.63,1.0,5
U2742,Party,D1,0.66,0.84,3
U2539,Formal,D77,0.88,0.77,4
U2603,Party,D135,0.62,0.81,4
U453,Reception,D136,0.72,0.78,5
U517,Wedding,D162,0.88,0.78,4
U4624,Reception,D139,0.85,0.77,5
U2661,Party,D151,0.7,0.87,4
U259,College,D172,0.75,0.77,4
U1099,Party,D42,0.94,0.76,3
U11,Formal,D145,0.99,0.82,5
U1724,Festival,D148,0.73,0.89,3
U3066,Party,D32,0.87,0.68,5
U3744,Formal,D125,0.79,0.86,4
U4767,Reception,D15,0.74,0.95,3
U2004,Party,D158,0.72,0.97,4
U4040,Reception,D58,0.8,0.74,5
U4669,Formal,D96,1.0,0.68,3
U3875,Formal,D127,0.69,0.88,3
U3084,College,D13,0.91,0.78,3
U4300,Wedding,D97,0.78,0.7,3
U4756,Wedding,D29,0.93,0.72,5
U2862,Wedding,D190,0.76,0.66,5
U4426,Wedding,D28,0.84,0.8,4
U66,Party,D180,0.6,0.96,3
U912,Party,D191,0.68,0.75,3
U2732,Reception,D166,0.79,0.64,4
U4187,Festival,D177,0.9,0.84,5
U482,College,D172,0.69,0.69,5
U4856,Festival,D138,0.95,0.7,4
U126,College,D155,0.6,0.73,3
U491,Wedding,D176,0.61,0.96,3
U3185,Festival,D111,0.74,0.93,4
U3603,College,D116,0.68,0.93,4
U1051,Party,D180,0.84,0.88,5
U433,Party,D42,0.71,0.84,5
U4492,Party,D85,0.65,0.76,3
U1902,College,D68,0.85,0.75,5
U179,Reception,D50,0.7,0.77,3
U2142,Formal,D101,0.97,0.83,5
U3056,College,D199,0.85,0.88,3
U2679,College,D93,0.87,0.95,3
U3725,Party,D182,0.87,0.68,4
U3583,Reception,D181,0.6,0.83,5
U2568,Reception,D41,0.95,0.83,3
U1136,Party,D191,0.81,0.71,4
U4690,Reception,D103,0.93,0.7,3
U4507,Party,D174,0.97,0.66,5
U2878,Reception,D87,0.96,0.82,5
U4363,Formal,D123,0.75,0.68,4
U59,Festival,D9,0.78,0.71,5
U3771,Party,D32,0.63,0.93,3
U4800,Formal,D144,0.61,0.98,4
U3989,Formal,D27,0.73,0.75,5
U4556,Festival,D25,0.81,0.78,3
U399,Festival,D114,0.91,0.96,5
U1371,Formal,D18,1.0,0.85,5
U2226,Festival,D148,0.96,0.77,5
U3120,Formal,D98,0.9,0.8,3
U852,Reception,D188,0.87,0.86,5
U4620,Wedding,D157,0.72,0.92,5
U4362,Wedding,D175,0.86,0.9,4
U890,Wedding,D4,0.6,0.8,4
U225,Party,D95,0.75,0.63,3
U1393,Festival,D169,0.76,0.96,4
U269,Formal,D84,0.93,0.69,4
U348,Reception,D53,0.68,0.66,5
U2546,Reception,D60,0.97,0.64,3
U4122,Reception,D200,0.97,0.81,4
U1224,College,D91,0.98,0.62,4
U2917,Festival,D117,0.99,0.85,5
U2031,Formal,D164,0.95,0.81,4
U2909,Party,D76,0.75,0.83,5
U507,Reception,D46,0.63,0.79,3
U4075,College,D70,0.69,0.7,4
U4431,Formal,D48,0.98,0.79,4
U3519,Party,D56,0.67,0.71,4
U3664,Wedding,D29,0.81,0.93,5
U1540,College,D194,0.64,0.83,5
U2176,College,D63,0.74,0.84,5
U2957,Wedding,D198,0.78,0.98,5
U1147,Party,D109,0.66,0.8,4
U3336,Wedding,D86,0.84,0.67,4
U879,Reception,D57,0.86,0.61,5
U3064,Wedding,D118,0.93,0.79,3
U317,College,D45,0.89,0.71,4
U4535,College,D168,0.66,0.63,5
U1461,Wedding,D160,0.95,0.69,4
U3271,College,D63,0.76,0.7,3
U4929,Party,D54,0.83,0.91,3
U1454,Party,D32,0.95,0.67,4
U3209,Formal,D98,0.95,0.93,3
U516,Party,D135,0.92,0.7,4
U4302,Formal,D48,0.61,0.61,5
U4948,Festival,D66,0.75,0.88,4
U930,Party,D99,0.85,0.61,3
U2716,Party,D32,0.82,0.88,4
U2843,Wedding,D173,0.67,0.85,3
U158,Party,D133,0.84,0.75,5
U2427,Wedding,D30,0.87,0.75,4
U898,Festival,D114,0.98,0.91,4
U3008,Festival,D66,0.95,0.88,3
U436,College,D68,0.67,0.79,4
U1989,Formal,D195,0.98,0.71,5
U2125,Reception,D110,0.93,0.73,3
U3001,Festival,D119,0.88,0.83,5
U1577,Formal,D96,0.77,0.73,5
U778,College,D35,0.91,0.72,3
U691,Reception,D193,0.78,0.7,4
U4869,Wedding,D82,0.82,0.83,4
U4959,College,D45,0.61,0.61,3
U4636,Wedding,D118,0.81,0.69,5
U4875,Reception,D44,0.98,0.89,5
U2956,Party,D95,0.65,0.62,4
U2284,Party,D1,0.74,0.65,4
U4579,Formal,D145,0.72,0.81,4
U2281,Reception,D166,0.62,0.94,3
U2002,Formal,D145,0.75,0.96,3
U1882,Wedding,D83,0.71,0.95,3
U2307,Formal,D96,0.95,0.8,3
U2085,Festival,D169,0.65,0.67,4
U4633,Reception,D31,0.62,0.78,4
U4907,Festival,D69,0.93,0.63,4
U2651,Formal,D14,0.8,0.65,5
U2500,Party,D128,0.89,0.67,3
U462,Formal,D38,0.79,0.72,5
U2494,Wedding,D150,0.94,0.85,3
U882,College,D61,0.65,0.97,4
U3097,Reception,D44,0.98,0.91,4
U2411,Party,D158,0.66,0.61,5
U4340,Formal,D184,0.93,0.63,5
U4815,Formal,D72,0.88,0.76,3
U2366,Reception,D141,0.67,0.73,5
U3639,Wedding,D83,0.75,0.96,4
U3554,Formal,D72,0.74,1.0,4
U3025,Wedding,D30,0.91,0.78,4
U1353,Reception,D5,0.92,0.91,5
U2178,Wedding,D163,0.67,0.82,5
U3927,Reception,D103,0.86,0.81,3
U3732,Reception,D15,0.84,0.71,4
U4707,Festival,D117,0.72,0.78,3
U4822,Wedding,D118,0.92,0.92,5
U2899,Festival,D178,0.63,0.94,4
U2462,Reception,D58,0.84,0.9,4
U1855,Formal,D159,0.87,0.79,3
U173,Festival,D66,0.76,0.62,4
U4986,Festival,D131,0.92,0.63,5
U1971,Wedding,D2,0.77,0.84,3
U3390,College,D13,0.64,0.82,4
U4781,Festival,D126,0.68,0.71,5
U1624,Party,D151,0.79,0.7,5
U3118,Reception,D100,0.65,0.87,5
U569,Formal,D185,0.77,0.96,3
U1402,Reception,D36,0.62,0.94,5
U968,Wedding,D17,0.97,0.62,4
U1642,Reception,D53,0.71,0.93,4
U3432,College,D61,0.83,0.97,3
U384,Formal,D104,0.87,0.92,4
U4793,Reception,D189,0.9,0.76,5
U40,Formal,D39,0.88,0.65,3
U630,Reception,D139,0.63,0.68,4
U4629,Wedding,D112,0.82,0.76,3
U4339,Festival,D79,0.61,0.84,4
U3850,Formal,D142,0.97,0.88,4
U428,Party,D85,0.82,0.77,4
U2093,Wedding,D157,0.89,0.61,4
U882,Festival,D115,0.83,0.69,3
U738,Reception,D50,0.9,0.88,5
U4119,Reception,D189,0.73,0.85,3
U525,Wedding,D83,0.75,0.91,4
U2258,Formal,D74,0.88,0.83,5
U148,Formal,D195,0.61,0.61,5
U1488,Wedding,D154,0.74,0.8,3
U1321,College,D61,0.79,0.66,4
U3112,Party,D132,0.79,0.69,5
U4040,College,D130,0.96,0.97,3
U3100,Wedding,D82,0.73,0.83,4
U4386,Party,D151,0.96,0.94,4
U2936,Formal,D89,0.7,0.62,5
U2421,Wedding,D167,0.9,0.99,3
U4725,Party,D121,0.65,0.68,4
U4644,College,D61,0.64,0.84,4
U2798,Wedding,D118,0.77,0.72,4
U2433,Festival,D153,0.84,0.78,5
U2065,Reception,D100,0.76,0.86,4
U4842,Wedding,D196,0.77,0.82,4
U4675,Wedding,D2,0.69,0.69,5
U4146,Formal,D75,0.94,0.92,3
U182,Reception,D100,0.66,0.84,5
U3481,Reception,D120,0.74,0.79,4
U2293,College,D156,0.98,0.82,3
U2053,Party,D151,0.65,0.77,3
U1139,Festival,D9,0.79,0.95,3
U2991,Festival,D92,0.67,0.65,5
U3494,Party,D128,0.8,0.63,3
U511,Reception,D11,0.97,0.93,4
U895,Reception,D41,0.7,0.72,4
U2815,College,D33,0.87,0.69,3
U3813,Wedding,D112,0.78,0.97,3
U2726,Formal,D55,0.93,0.9,3
U898,Wedding,D28,0.73,0.73,5
U1210,Reception,D139,1.0,0.63,5
U3616,Wedding,D134,0.84,0.86,4
U2364,Formal,D38,0.91,0.81,4
U1808,Reception,D103,0.84,0.63,4
U1278,Formal,D147,0.76,0.7,4
U2021,Formal,D143,0.63,0.98,5
U2881,Festival,D106,0.99,0.79,4
U2749,Reception,D188,0.8,0.86,5
U4266,Party,D192,0.62,0.84,4
U4812,Wedding,D86,0.64,0.81,4
U1311,Reception,D12,0.89,0.85,3
U1051,Festival,D107,0.91,0.98,3
U3301,Festival,D79,0.96,0.67,3
U1734,Reception,D12,0.7,0.88,3
U4995,Party,D81,0.94,0.61,3
U1466,Party,D76,0.81,0.82,5
U701,Festival,D69,0.74,0.9,4
U2982,Party,D99,0.87,0.81,5
U3597,College,D63,0.77,0.71,4
U1046,Festival,D34,0.77,0.69,5
U4193,Festival,D178,0.64,0.63,3
U3120,Wedding,D118,0.87,0.63,3
U2000,Reception,D80,0.64,0.74,5
U177,Wedding,D154,0.98,0.92,5
U2871,Party,D65,0.99,0.74,4
U4333,Party,D128,0.78,0.87,4
U3848,College,D199,0.73,0.88,5
U161,Party,D132,0.97,0.81,3
U2934,Party,D192,0.79,0.95,3
U4317,Party,D158,0.75,0.69,5
U980,Party,D42,0.79,0.67,5
U4575,College,D13,0.61,0.93,3
U4533,Reception,D8,0.71,0.63,3
U1445,Festival,D102,0.86,0.75,5
U2345,Formal,D179,0.98,0.65,5
U436,Party,D42,0.83,0.76,4
U76,Festival,D119,0.67,0.76,3
U2842,Party,D128,0.89,0.68,5
U4558,Wedding,D150,0.9,0.61,4
U1180,Party,D78,0.93,0.67,4
U4009,Party,D32,0.91,0.73,5
U4112,Wedding,D90,0.69,0.75,4
U2014,College,D93,0.94,0.89,5
U679,Party,D113,0.66,0.8,4
U1405,Wedding,D17,0.81,0.99,3
U4146,Party,D180,0.62,0.63,5
U2584,Formal,D161,0.81,0.62,5
U1685,Festival,D79,0.98,0.62,3
U4843,College,D45,0.74,0.67,5
U692,Reception,D189,0.98,0.73,4
U3314,College,D116,0.66,0.99,3
U887,Festival,D79,0.71,0.84,3
U3117,Party,D56,0.88,0.78,3
U865,Reception,D103,0.94,0.9,5
U3126,Formal,D184,0.94,0.77,5
U4067,Wedding,D170,0.63,0.85,5
U3858,College,D70,0.96,0.76,5
U4098,Wedding,D90,0.63,0.99,5
U2576,Formal,D6,0.61,0.62,5
U1441,Wedding,D198,0.93,0.9,4
U3579,Wedding,D17,0.66,0.76,4
U1110,Formal,D149,0.86,0.83,4
U3044,Formal,D104,0.81,0.72,3
U4414,Party,D182,0.74,0.61,4
U4215,Party,D121,0.96,0.91,4
U2805,Party,D1,0.74,0.84,4
U3454,Festival,D115,1.0,0.84,4
U4480,Festival,D88,0.7,0.76,5
U1696,Festival,D25,0.88,0.88,5
U2281,Party,D180,0.83,0.74,4
U3872,Reception,D166,0.72,0.91,4
U3834,Reception,D15,0.71,0.74,4
U3781,Party,D132,0.93,0.82,3
U1809,Wedding,D134,0.77,0.91,4
U2074,Formal,D48,0.67,0.88,3
U2665,Wedding,D24,0.71,0.93,3
U2325,Party,D158,0.99,0.72,3
U2870,Festival,D115,0.83,0.92,3
U3055,Formal,D75,0.69,0.98,3
U2352,Reception,D46,0.96,0.98,5
U2849,Reception,D41,0.63,0.72,3
U3123,Wedding,D154,0.9,0.68,4
U4631,Formal,D27,0.99,0.84,3
U1408,College,D3,0.72,0.94,3
U681,Reception,D120,0.65,0.64,4
U2499,Wedding,D190,0.73,0.62,3
U4120,Festival,D49,0.94,0.63,4
U4360,Formal,D145,0.85,0.8,5
U4999,Wedding,D154,0.96,0.9,3
U1967,Party,D165,0.7,0.91,4
U3267,Festival,D108,0.82,0.92,4
U4153,Formal,D149,0.84,1.0,4
U891,Festival,D105,0.77,0.85,3
U3031,Party,D95,0.86,0.71,3
U260,Wedding,D4,0.61,0.87,4
U397,Reception,D87,0.71,0.61,3
U4461,College,D172,0.89,0.74,3
U1782,Festival,D79,0.91,0.77,5
U4134,College,D93,0.95,0.81,3
U42,Reception,D181,0.83,0.86,5
U2652,Wedding,D190,0.64,0.99,3
U4522,Party,D54,0.92,0.98,5
U1345,Party,D132,0.63,0.71,4
U483,Formal,D104,0.98,0.87,5
U56,Reception,D8,0.82,0.67,4
U1478,Reception,D139,0.99,0.98,3
U696,Reception,D50,0.6,0.96,4
U174,Wedding,D4,0.89,1.0,3
U2843,College,D16,0.6,0.95,5
U1786,Formal,D125,0.93,0.96,3
U3854,Reception,D80,0.69,0.77,5
U1734,Wedding,D150,0.99,0.66,3
U4038,Party,D113,0.78,0.84,5
U1984,Party,D32,0.97,0.89,3
U4417,Party,D95,0.77,0.91,3
U12,College,D63,0.86,0.69,4
U3044,Festival,D43,0.64,0.81,4
U4403,Festival,D108,0.62,0.87,5
U3072,Party,D165,0.61,0.84,5
U2056,Wedding,D29,0.65,0.68,5
U3326,Wedding,D29,0.7,0.98,4
U564,Party,D65,0.76,0.95,3
U418,Formal,D161,0.89,0.74,3
U3630,Formal,D7,0.86,0.64,4
U851,Wedding,D175,0.96,0.65,5
U1051,Festival,D115,0.62,0.83,5
U3257,Formal,D149,0.87,0.71,3
U3341,Formal,D101,0.81,0.95,4
U3064,Wedding,D59,0.86,0.77,3
U4225,Party,D54,0.91,0.87,3
U364,Reception,D31,0.67,0.61,5
U1996,Reception,D50,0.66,0.89,4
U232,Wedding,D198,0.83,0.92,5
U2738,Party,D182,0.88,0.97,5
U1522,Reception,D53,0.76,0.66,4
U2166,Wedding,D160,0.87,0.91,3
U4107,Formal,D75,0.64,0.89,4
U3946,Party,D81,0.96,0.71,3
U2227,Reception,D44,0.83,0.93,4
U4982,Wedding,D17,0.85,0.96,4
U3926,Formal,D75,0.61,0.66,3
U2700,Wedding,D163,0.64,1.0,3
U2813,College,D68,0.71,0.9,3
U3377,Reception,D103,0.72,0.73,4
U3129,Formal,D143,0.71,0.67,4
U2289,Festival,D111,0.7,0.7,4
U4210,Wedding,D167,0.71,0.61,4
U3143,Festival,D114,0.62,0.93,5
U4592,Wedding,D176,0.89,0.98,3
U4186,Wedding,D134,0.96,0.62,3
U1799,Wedding,D160,0.75,0.95,3
U3475,Formal,D7,0.74,1.0,5
U2596,Formal,D159,0.64,0.98,5
U4863,College,D124,0.77,0.99,3
U1441,Formal,D125,0.7,0.72,3
U819,Formal,D142,0.9,0.86,5
U2539,Wedding,D170,0.7,0.8,5
U753,Reception,D189,0.91,0.76,3
U839,Wedding,D23,0.84,0.84,3
U1019,Party,D54,0.83,0.68,5
U4870,College,D19,0.82,0.66,3
U3313,College,D93,0.66,0.89,4
U2434,Party,D158,0.9,0.92,3
U2936,Formal,D164,0.77,0.92,3
U4490,Reception,D37,0.64,0.93,5
U85,Party,D165,0.86,0.93,3
U4233,Party,D121,0.75,0.79,5
U4193,Formal,D149,0.67,0.77,5
U2053,Formal,D6,0.74,0.99,3
U790,Wedding,D190,0.76,0.63,4
U660,Formal,D98,0.96,0.85,5
U4722,Formal,D98,0.61,0.65,5
U754,Reception,D136,0.88,0.75,4
U3991,College,D122,0.96,0.69,4
U2575,Reception,D139,0.64,0.93,3
U3822,Wedding,D24,0.63,0.73,3
U4736,Party,D51,0.73,0.96,5
U1691,Reception,D37,0.88,0.82,3
U4779,Formal,D75,0.77,0.66,3
U2801,College,D91,0.85,0.86,3
U4136,Formal,D64,0.95,0.72,3
U3284,Formal,D39,0.73,0.72,4
U1378,Reception,D20,0.96,0.83,5
U1181,College,D122,0.84,0.67,5
U2739,Reception,D11,0.87,0.98,5
U4549,Wedding,D173,0.88,0.8,4
U919,Reception,D46,0.92,0.78,4
U563,Reception,D200,0.89,0.98,5
U1911,Wedding,D162,0.63,0.62,4
U3193,Wedding,D162,0.94,0.62,5
U3497,Reception,D181,0.72,0.96,5
U4946,Formal,D164,0.87,0.8,3
U3488,Festival,D9,0.94,0.87,3
U4878,Reception,D193,0.87,0.61,5
U1558,Formal,D48,0.81,0.82,4
U2586,Formal,D144,0.6,0.81,4
U2294,Festival,D119,0.94,0.93,3
U4237,Reception,D5,0.98,0.65,3
U60,Formal,D195,0.79,0.73,3
U1363,College,D68,0.91,0.62,4
U4617,Reception,D58,0.62,0.73,3
U2500,Wedding,D140,0.85,0.71,3
U4194,Reception,D8,0.8,0.87,3
U3760,Reception,D46,0.63,1.0,4
U309,Reception,D15,0.96,0.67,3
U470,Party,D137,0.81,0.83,3
U865,College,D68,0.81,0.83,5
U1320,Party,D174,0.67,0.65,5
U1238,Formal,D6,0.79,0.75,4
U1357,Formal,D171,0.75,0.89,3
U1774,Festival,D183,0.78,0.62,5
U4110,Festival,D52,0.81,0.89,4
U1053,Party,D121,0.83,0.97,5
U2015,Festival,D9,0.99,0.66,4
U1436,Reception,D41,0.8,0.89,4
U3705,Wedding,D86,0.91,0.76,4
U3513,Reception,D12,0.62,0.95,4
U1673,Wedding,D150,0.73,0.92,4
U1073,Reception,D152,0.66,0.91,4
U1947,Wedding,D154,0.75,0.69,4
U642,Wedding,D163,0.75,0.68,3
U1878,Party,D132,0.92,0.65,4
U3750,Wedding,D112,0.67,0.79,4
U2423,Formal,D21,0.65,0.9,5
