user_id,event_type,dress_id,body_match_score,style_score,final_ratings
u2751,reception,d58,0.91,0.89,4
u3777,wedding,d134,0.95,0.98,4
u670,party,d78,0.69,0.68,5
u3102,festival,d62,0.81,0.74,5
u3080,party,d128,0.77,0.95,4
u2480,formal,d55,0.85,0.91,4
u2676,party,d32,0.73,0.98,5
u1040,college,d93,0.8,0.7,3
u2355,wedding,d90,0.8,0.8,5
u4949,party,d113,0.9,0.68,3
u3494,college,d172,0.68,0.99,3
u1898,reception,d166,0.71,0.82,5
u2723,reception,d60,0.79,0.84,3
u4115,college,d91,0.82,0.97,4
u2669,formal,d104,0.85,0.63,4
u1648,wedding,d23,0.75,0.7,4
u1854,festival,d105,0.86,0.65,3
u3164,party,d174,0.86,0.62,4
u1147,college,d93,0.91,0.87,5
u3053,festival,d111,0.74,0.63,3
u803,reception,d136,0.69,0.76,4
u4670,party,d165,0.87,0.64,5
u3007,reception,d166,0.97,0.61,3
u4467,party,d158,0.77,0.64,3
u1738,wedding,d112,0.67,0.79,3
u1604,reception,d12,0.73,0.7,5
u1216,wedding,d140,0.74,0.76,4
u2402,reception,d37,0.76,0.7,3
u238,reception,d139,0.82,0.81,3
u85,party,d109,0.9,0.74,4
u4290,formal,d184,0.84,0.93,3
u1442,festival,d52,0.83,0.94,5
u3624,party,d128,0.64,0.71,4
u772,formal,d38,0.67,0.97,3
u3938,party,d1,0.72,0.96,3
u483,college,d199,0.9,0.89,3
u990,wedding,d198,0.75,0.91,5
u1989,festival,d119,0.97,0.96,5
u3842,wedding,d134,0.93,0.88,4
u1013,formal,d104,0.96,0.9,5
u4761,party,d109,0.67,0.69,4
u2365,wedding,d175,0.77,0.93,3
u4546,reception,d141,0.83,0.82,3
u3187,festival,d153,0.98,0.92,4
u343,reception,d100,0.97,0.6,5
u3235,wedding,d86,0.87,0.61,4
u2390,formal,d14,0.98,0.92,4
u4729,wedding,d2,0.99,0.9,4
u134,wedding,d90,0.8,0.65,3
u4126,college,d122,0.84,0.71,3
u3217,reception,d139,0.8,0.71,5
u1232,wedding,d23,0.61,0.62,3
u4857,party,d174,0.96,0.88,4
u1279,party,d128,0.73,0.98,3
u2149,reception,d187,0.76,0.74,5
u547,party,d182,0.75,0.66,5
u48,wedding,d176,0.76,0.85,5
u1427,formal,d125,0.79,0.92,5
u978,formal,d64,0.74,0.98,4
u86,festival,d49,0.69,0.67,3
u170,reception,d110,0.7,0.95,4
u3958,wedding,d160,0.99,0.87,5
u2908,party,d165,0.87,0.94,5
u3413,wedding,d112,0.96,0.69,5
u1218,college,d116,0.61,0.91,5
u343,college,d129,0.61,0.77,3
u285,wedding,d170,0.61,0.96,4
u1026,wedding,d190,0.86,0.91,4
u127,festival,d177,0.97,0.74,5
u3108,reception,d139,0.95,0.8,4
u874,reception,d187,0.85,0.94,3
u2685,party,d109,0.77,0.99,4
u3906,reception,d187,0.85,0.97,5
u4683,college,d122,0.87,0.91,3
u4876,wedding,d2,0.85,0.77,3
u1472,party,d76,0.65,0.96,4
u4942,wedding,d118,0.89,0.77,4
u743,formal,d96,0.83,0.81,5
u438,festival,d69,0.77,0.69,5
u4932,festival,d88,0.97,0.71,4
u202,reception,d36,0.7,0.89,5
u1802,formal,d71,0.89,0.64,5
u1615,festival,d138,0.95,0.98,4
u3051,party,d121,0.65,0.91,4
u1683,wedding,d198,0.91,0.88,5
u4011,party,d1,0.82,0.68,4
u4894,party,d109,0.83,0.97,3
u3565,formal,d98,0.98,0.85,3
u245,reception,d8,0.87,0.86,4
u667,reception,d12,0.73,0.69,4
u1648,party,d121,0.86,0.97,3
u3253,festival,d148,0.77,0.97,5
u4431,reception,d139,0.66,0.94,4
u2843,formal,d185,0.61,0.99,5
u3164,formal,d185,0.68,0.92,3
u2337,reception,d47,0.62,0.88,3
u3831,formal,d72,0.92,0.84,4
u2958,college,d168,0.75,0.99,5
u2462,formal,d14,0.72,0.99,5
u4687,formal,d38,0.82,0.67,3
u4082,reception,d36,0.87,0.69,5
u509,wedding,d83,0.77,0.84,3
u613,party,d151,0.99,0.63,4
u3677,college,d91,0.69,0.82,3
u3984,formal,d171,0.97,0.64,4
u4372,festival,d66,0.64,0.71,5
u3648,festival,d183,0.71,0.66,5
u3549,reception,d152,0.83,0.9,3
u766,wedding,d198,0.9,1.0,5
u2338,college,d156,0.79,0.8,4
u3269,festival,d197,0.79,0.67,3
u77,formal,d84,0.64,0.7,4
u3564,wedding,d112,0.71,0.87,3
u301,reception,d139,0.69,0.96,5
u4876,reception,d189,0.89,0.68,5
u4397,college,d16,0.66,0.89,3
u3589,formal,d39,0.82,0.77,5
u3169,formal,d185,1.0,0.71,5
u1087,college,d199,0.62,0.95,3
u699,college,d33,0.81,0.84,4
u2094,formal,d89,0.81,0.72,3
u4427,festival,d148,0.64,0.85,3
u3507,college,d61,0.85,0.93,5
u3845,college,d70,0.79,0.83,3
u3172,festival,d43,0.8,0.9,3
u155,reception,d200,0.69,0.83,3
u3631,wedding,d23,0.84,0.68,3
u2190,wedding,d24,0.69,0.85,4
u232,party,d151,0.81,0.88,3
u4459,wedding,d167,0.94,0.93,5
u4821,festival,d177,0.86,0.69,4
u2061,reception,d50,0.97,0.9,4
u3316,wedding,d176,0.78,0.8,5
u803,formal,d98,0.87,0.77,5
u4492,festival,d148,0.75,0.9,5
u1396,college,d13,0.62,0.74,3
u3130,festival,d92,0.74,0.66,3
u1756,college,d146,0.71,0.87,5
u3735,formal,d143,0.88,0.82,5
u3434,college,d63,0.82,0.63,4
u2551,reception,d193,0.74,0.96,3
u3306,festival,d66,0.95,0.95,3
u2438,formal,d27,0.61,0.78,3
u2400,wedding,d157,0.74,0.65,4
u2008,college,d33,0.6,0.76,4
u3491,college,d199,0.62,0.88,4
u3536,formal,d73,0.86,0.97,5
u1834,party,d78,0.95,0.74,5
u3778,festival,d88,0.72,0.99,3
u756,wedding,d30,0.69,0.72,5
u4532,formal,d22,0.88,0.64,3
u2264,festival,d49,0.93,0.64,4
u3558,college,d33,0.68,0.92,4
u35,reception,d188,0.75,0.94,3
u4140,wedding,d163,0.82,0.73,3
u2618,formal,d77,1.0,0.67,3
u1564,college,d10,0.86,0.81,5
u2739,college,d146,0.75,0.7,3
u4710,reception,d5,0.64,0.7,3
u4191,party,d128,0.78,0.87,3
u283,festival,d102,0.87,0.72,5
u4993,party,d78,0.75,0.87,5
u3755,wedding,d2,0.98,0.64,4
u1877,festival,d138,0.97,0.95,3
u425,wedding,d26,0.78,0.64,5
u110,festival,d115,0.65,0.98,3
u3782,festival,d106,0.66,0.74,3
u3619,reception,d37,0.94,0.77,3
u1347,reception,d103,0.84,0.77,4
u2903,party,d132,0.96,0.81,3
u1520,party,d151,0.99,0.96,5
u2456,festival,d25,0.68,0.72,5
u3151,formal,d64,0.92,0.93,5
u1997,reception,d152,0.81,0.61,5
u3149,party,d85,0.91,0.75,3
u4071,wedding,d196,0.67,0.95,5
u1796,formal,d48,0.98,0.95,3
u4905,reception,d141,0.99,0.79,4
u3893,festival,d105,0.81,0.67,4
u4455,college,d10,0.79,0.83,3
u3311,college,d156,0.6,0.92,4
u882,college,d68,0.99,0.89,4
u4859,wedding,d2,0.99,0.69,5
u84,college,d13,0.66,0.91,3
u3094,festival,d49,0.86,0.79,3
u3550,formal,d171,0.96,0.8,5
u3426,wedding,d23,0.8,0.95,5
u3124,party,d42,0.74,1.0,5
u1735,festival,d177,0.96,0.72,3
u1185,formal,d74,0.82,0.75,3
u1989,formal,d96,0.8,0.75,3
u3361,college,d122,0.84,0.84,4
u1847,reception,d80,0.8,0.85,4
u4712,wedding,d59,0.86,0.89,4
u2701,formal,d14,0.8,0.76,3
u1535,festival,d117,0.6,0.94,3
u3514,festival,d111,0.99,0.63,5
u634,reception,d20,0.75,0.84,4
u2635,formal,d159,0.85,0.65,4
u1288,festival,d79,1.0,0.89,4
u1999,reception,d181,0.6,0.6,4
u992,reception,d58,0.72,0.99,5
u1590,wedding,d162,0.86,0.85,3
u510,college,d70,0.98,0.92,5
u1240,party,d151,0.86,0.92,5
u759,reception,d139,0.77,0.72,3
u3866,reception,d60,0.66,0.97,3
u1737,wedding,d176,1.0,0.72,4
u3182,reception,d120,0.66,0.68,5
u4742,formal,d64,0.73,0.88,3
u3348,reception,d44,0.96,0.97,5
u632,party,d109,0.96,0.81,5
u1016,party,d54,0.97,0.95,4
u718,party,d56,0.98,0.7,3
u412,party,d56,0.95,0.99,4
u3824,party,d192,0.79,0.84,4
u533,party,d191,0.63,0.81,4
u1817,party,d81,0.74,0.96,3
u758,wedding,d29,0.97,0.96,3
u369,reception,d87,0.72,0.69,5
u3570,college,d124,0.92,0.64,5
u3932,party,d51,0.65,0.93,4
u262,party,d182,0.62,0.62,5
u1212,college,d129,0.66,0.77,4
u1124,wedding,d163,0.69,0.92,5
u2689,festival,d138,0.76,0.94,4
u1632,reception,d50,0.91,0.75,4
u1623,formal,d55,0.92,0.93,3
u3837,party,d54,0.94,0.84,4
u2554,party,d132,0.64,0.91,3
u1723,festival,d148,0.84,0.99,4
u3769,reception,d46,0.96,0.63,3
u1674,festival,d169,0.61,0.92,4
u3397,party,d151,0.96,0.85,3
u4498,festival,d178,0.78,0.84,4
u3754,festival,d43,1.0,0.92,3
u3958,formal,d125,0.85,0.6,5
u430,college,d63,0.84,0.75,4
u3805,formal,d144,0.91,0.73,3
u4648,wedding,d198,0.92,0.85,3
u3998,reception,d193,0.73,0.67,5
u1450,formal,d48,0.98,0.87,3
u1127,wedding,d198,0.7,0.67,4
u3593,wedding,d140,0.91,0.72,4
u4104,college,d146,0.98,0.67,4
u2636,reception,d188,1.0,0.69,3
u3918,party,d135,0.6,0.89,3
u3182,formal,d75,0.86,0.84,3
u2144,formal,d72,0.89,0.91,5
u2020,college,d194,0.86,0.69,4
u2030,formal,d64,0.8,0.98,3
u311,wedding,d162,0.78,0.97,3
u4943,festival,d131,0.87,0.91,4
u4429,wedding,d198,0.98,0.76,4
u1272,formal,d104,0.69,0.63,3
u4364,formal,d71,0.79,0.7,3
u842,formal,d72,0.73,0.75,3
u1662,college,d93,0.96,0.82,3
u1810,formal,d125,0.99,0.93,5
u1168,reception,d53,0.73,0.97,5
u2207,college,d68,0.96,0.98,5
u1047,formal,d104,0.63,0.78,4
u748,wedding,d4,0.73,0.6,3
u3068,formal,d75,0.94,0.76,3
u2911,reception,d37,0.9,0.73,4
u368,festival,d105,0.7,0.85,3
u2518,formal,d185,0.77,0.86,5
u273,party,d158,0.8,0.93,5
u1526,festival,d114,0.67,0.77,4
u2690,wedding,d175,0.65,0.99,4
u45,reception,d100,0.87,0.78,5
u4121,festival,d131,0.99,0.87,5
u1837,formal,d18,0.83,0.68,3
u3275,college,d130,0.93,0.87,5
u1796,formal,d77,1.0,0.9,4
u3499,wedding,d175,0.77,0.94,5
u1754,reception,d100,0.86,0.81,3
u99,festival,d66,0.67,0.85,5
u526,festival,d131,0.62,0.78,3
u2518,formal,d21,0.99,0.93,5
u3571,party,d95,0.84,0.89,5
u4430,festival,d119,0.81,0.77,4
u1496,college,d13,0.98,0.72,4
u1408,college,d13,0.81,0.75,5
u2070,wedding,d97,0.89,0.75,5
u2539,wedding,d23,0.71,0.79,4
u1163,reception,d53,0.75,0.66,3
u4827,festival,d126,1.0,0.86,5
u4697,reception,d15,0.9,1.0,5
u2991,wedding,d28,0.88,0.95,5
u3882,wedding,d59,0.85,0.75,5
u3469,party,d51,0.61,0.84,4
u2999,festival,d88,0.88,0.75,3
u2696,wedding,d94,0.87,0.98,5
u2553,college,d61,0.94,0.87,3
u399,wedding,d112,0.72,0.64,3
u466,party,d151,0.65,0.85,4
u1170,festival,d69,0.6,1.0,3
u1726,party,d132,0.9,0.95,4
u1395,formal,d125,0.63,0.92,5
u4622,college,d19,0.66,0.91,3
u3023,festival,d169,0.72,0.88,5
u2690,college,d156,0.9,0.71,3
u4924,party,d95,0.89,0.64,3
u1190,wedding,d157,0.83,0.93,4
u4372,wedding,d59,0.83,0.91,5
u1090,wedding,d94,0.66,0.92,4
u4416,formal,d77,0.62,0.68,4
u1350,college,d93,0.95,0.88,5
u3626,wedding,d82,0.94,0.87,5
u2779,college,d3,0.79,0.66,4
u1045,formal,d164,1.0,0.88,5
u4290,formal,d22,0.64,0.95,4
u2061,reception,d103,0.75,0.83,3
u1903,party,d78,0.88,0.72,5
u159,formal,d48,0.66,0.68,5
u1036,reception,d31,0.65,0.99,5
u1135,formal,d104,0.69,0.65,5
u178,festival,d131,0.84,0.91,3
u4367,party,d32,0.94,0.77,5
u888,reception,d193,0.92,0.7,4
u4090,party,d42,0.84,0.6,3
u3021,party,d54,0.8,0.88,4
u2285,party,d78,1.0,0.96,3
u200,formal,d195,0.91,0.73,5
u4503,formal,d144,0.91,0.62,3
u4449,formal,d74,0.87,0.88,3
u3193,party,d137,0.95,0.94,4
u4880,festival,d52,0.85,0.78,4
u2808,festival,d79,0.72,0.81,3
u2425,wedding,d28,0.94,0.77,3
u4876,festival,d43,0.68,0.93,3
u1648,wedding,d59,0.89,0.8,5
u3050,party,d137,0.85,0.67,3
u3229,reception,d80,0.7,0.72,3
u3180,reception,d136,0.66,0.68,5
u678,party,d1,0.69,0.81,3
u1800,party,d81,0.97,0.78,4
u2067,party,d165,0.6,0.73,4
u3058,wedding,d94,0.83,0.62,3
u2577,party,d165,0.96,0.99,5
u3113,festival,d102,0.6,0.72,4
u750,party,d137,0.63,0.88,5
u2488,festival,d88,0.8,0.7,3
u4719,wedding,d82,0.68,0.65,5
u689,formal,d171,0.65,0.95,4
u4710,party,d192,0.65,0.82,3
u1192,party,d1,0.94,0.99,3
u4040,party,d76,0.81,0.94,4
u3562,wedding,d59,0.87,0.83,5
u1732,reception,d187,0.79,0.66,5
u1909,formal,d145,0.72,0.71,4
u4222,formal,d67,0.76,0.84,5
u2652,formal,d142,0.76,0.82,5
u4203,wedding,d24,0.7,0.96,3
u4013,party,d51,0.71,0.63,4
u1141,reception,d11,0.75,0.92,4
u2180,college,d33,0.65,0.75,3
u4792,party,d137,1.0,0.94,5
u3059,festival,d106,0.89,0.64,4
u904,party,d165,0.61,0.72,5
u3137,wedding,d26,0.99,0.62,3
u778,college,d168,0.89,0.77,5
u3137,formal,d149,0.91,0.97,5
u2024,formal,d7,0.67,0.72,5
u3274,formal,d123,0.96,0.86,5
u4436,festival,d177,0.64,0.82,3
u4772,formal,d14,0.86,0.92,3
u1416,college,d194,0.75,0.84,5
u4418,reception,d120,0.63,0.63,5
u3756,reception,d41,0.84,0.64,5
u1631,reception,d187,0.72,0.86,4
u3879,reception,d87,0.71,0.95,3
u3446,formal,d14,0.78,0.8,4
u3283,festival,d186,0.86,0.61,5
u1010,formal,d75,0.83,0.81,5
u702,formal,d147,0.66,0.74,3
u4345,wedding,d112,0.74,0.89,5
u2964,festival,d88,0.74,0.97,4
u4227,formal,d147,0.99,0.96,5
u2496,wedding,d83,0.97,0.69,4
u1259,festival,d69,0.9,0.85,4
u4046,wedding,d86,0.61,0.97,3
u118,reception,d166,0.75,0.84,5
u2077,college,d45,0.79,0.81,3
u2226,festival,d102,0.61,0.73,5
u2661,festival,d34,0.63,0.96,4
u4066,festival,d131,0.99,0.77,3
u1924,wedding,d175,0.8,0.89,4
u3503,formal,d22,0.78,0.86,5
u3972,festival,d178,0.95,0.81,4
u1707,festival,d117,0.98,0.98,3
u279,formal,d127,0.81,0.87,5
u2918,college,d168,0.95,0.84,3
u1556,formal,d55,0.96,0.78,5
u4523,formal,d195,0.66,0.96,3
u3398,college,d93,0.77,0.74,5
u1361,college,d129,0.99,0.91,4
u3928,festival,d69,0.62,0.74,5
u3776,wedding,d26,0.89,0.72,5
u31,party,d51,0.64,0.78,3
u4362,party,d56,0.8,0.81,3
u1526,festival,d49,0.73,0.84,5
u2989,formal,d67,0.62,0.84,4
u866,college,d68,0.81,0.65,3
u1850,party,d174,0.77,0.63,5
u1505,party,d165,0.78,0.63,5
u4622,festival,d49,0.79,0.77,5
u2588,reception,d152,0.79,0.76,5
u3889,college,d116,0.9,0.98,4
u2422,party,d191,0.92,0.87,5
u3945,reception,d5,0.74,0.95,3
u4664,wedding,d4,0.95,0.61,4
u2554,reception,d100,0.92,0.7,3
u4185,festival,d9,0.96,0.86,5
u2874,festival,d138,0.86,0.97,4
u2267,college,d124,0.62,0.67,3
u1082,formal,d185,0.74,0.83,3
u1324,college,d194,0.72,0.89,3
u1117,wedding,d160,0.95,0.9,5
u2593,wedding,d154,0.69,0.85,4
u2336,festival,d186,0.91,0.79,4
u1039,college,d70,0.74,0.73,3
u2761,party,d151,0.71,0.72,3
u1100,festival,d169,0.81,0.83,4
u4330,wedding,d134,0.94,0.9,3
u3543,festival,d111,0.98,0.74,5
u2295,college,d61,0.62,0.92,5
u3529,college,d93,0.75,0.82,3
u2101,party,d32,0.68,0.8,4
u2651,festival,d108,0.73,0.77,3
u3009,reception,d141,0.66,0.84,4
u3586,college,d16,0.79,0.83,3
u4166,formal,d39,0.87,0.88,4
u2626,festival,d197,0.72,0.68,5
u3244,formal,d18,0.83,0.81,3
u6,formal,d184,0.78,0.72,5
u4669,festival,d197,0.74,0.98,4
u118,formal,d98,0.69,0.7,3
u3108,reception,d120,0.6,0.71,3
u950,reception,d100,0.72,0.85,4
u4760,formal,d55,0.64,0.72,4
u189,party,d158,0.85,0.89,4
u4880,college,d33,0.95,0.71,4
u2146,festival,d69,0.94,0.88,4
u1909,reception,d139,0.67,0.82,3
u3131,festival,d197,0.61,0.75,3
u3613,festival,d177,0.95,0.61,5
u1269,festival,d49,0.92,0.83,5
u183,reception,d41,0.64,0.97,3
u4544,reception,d193,0.7,0.72,4
u777,reception,d60,0.67,0.7,5
u2683,party,d191,0.9,0.62,3
u3803,festival,d106,0.84,0.95,4
u2006,wedding,d162,0.77,0.8,4
u4,party,d137,0.82,0.83,4
u4012,formal,d74,0.78,0.98,5
u3055,festival,d115,0.66,0.88,5
u1023,reception,d136,0.62,0.64,5
u3222,reception,d8,0.93,0.85,5
u2326,formal,d71,0.83,0.86,4
u3337,festival,d114,0.61,0.83,3
u4650,party,d165,0.83,0.74,5
u2301,formal,d21,0.91,0.81,3
u2781,reception,d46,0.93,0.74,4
u643,wedding,d94,0.87,0.99,4
u1429,party,d165,0.86,0.84,3
u1859,festival,d183,0.73,0.94,3
u3081,wedding,d94,0.87,0.76,3
u1949,reception,d60,0.86,0.64,3
u4115,festival,d92,0.73,0.86,4
u4038,college,d19,0.88,0.78,3
u4494,party,d1,0.91,0.68,4
u2313,wedding,d198,0.69,0.86,4
u4348,college,d172,0.98,0.85,5
u1297,reception,d166,0.63,0.99,5
u3065,party,d54,0.76,0.92,5
u4811,party,d174,0.86,0.96,3
u4758,festival,d102,0.83,0.61,5
u695,wedding,d175,0.63,0.72,4
u364,reception,d200,0.66,0.81,5
u4603,formal,d184,0.96,0.69,5
u903,reception,d44,0.84,0.76,3
u543,college,d16,0.62,0.78,4
u1569,formal,d55,0.97,0.91,4
u3594,festival,d169,0.88,0.96,3
u902,party,d135,0.87,0.8,3
u2833,wedding,d118,0.75,0.73,4
u99,college,d130,0.93,0.66,3
u355,formal,d143,0.74,0.87,5
u4768,reception,d37,0.7,0.96,4
u2228,reception,d15,0.81,0.74,3
u584,formal,d147,0.8,0.66,4
u3948,college,d16,0.91,0.89,3
u2807,wedding,d140,0.86,0.89,4
u23,wedding,d23,0.84,0.99,5
u4733,festival,d107,0.76,0.88,5
u762,festival,d92,0.63,0.9,5
u1982,wedding,d28,0.8,0.93,4
u3294,festival,d119,0.77,0.98,3
u3717,wedding,d94,0.97,0.6,4
u1426,formal,d72,0.93,0.73,5
u2850,reception,d11,0.66,0.77,3
u440,festival,d108,0.72,0.84,4
u3441,festival,d111,0.9,0.67,5
u3835,wedding,d86,0.8,1.0,3
u2217,reception,d200,0.87,0.78,4
u3148,reception,d136,0.73,0.63,4
u73,wedding,d23,0.78,0.97,4
u1605,reception,d141,0.86,0.97,4
u4436,wedding,d134,0.67,0.66,5
u4736,college,d10,0.9,0.88,3
u3368,party,d109,0.65,0.68,4
u4115,festival,d186,0.65,0.83,5
u3798,formal,d67,0.72,0.77,4
u831,college,d10,0.81,0.96,5
u3037,wedding,d198,0.81,0.64,4
u1129,reception,d136,0.73,0.87,4
u4917,festival,d9,0.87,0.72,3
u3539,formal,d73,0.67,0.87,4
u2010,formal,d123,0.9,0.74,3
u42,formal,d179,0.83,0.66,5
u3987,party,d174,0.68,0.64,4
u3675,party,d135,0.62,0.76,5
u2984,festival,d69,0.77,0.8,5
u3828,formal,d171,0.87,0.96,4
u3497,formal,d89,0.95,0.99,3
u2680,party,d121,0.6,0.82,3
u4239,wedding,d2,0.83,0.82,5
u3429,festival,d186,0.86,0.91,5
u197,formal,d72,0.94,0.87,4
u2870,festival,d169,0.93,0.62,5
u2633,formal,d164,0.91,0.63,5
u4312,reception,d136,0.66,0.73,4
u813,party,d182,0.91,0.95,5
u3437,wedding,d163,0.63,0.61,3
u910,formal,d55,0.86,0.87,3
u1461,formal,d6,0.77,0.74,5
u1428,reception,d141,0.74,0.71,4
u2967,party,d65,0.85,0.64,3
u1044,reception,d187,0.94,0.75,5
u791,formal,d159,0.87,0.69,5
u3079,wedding,d154,0.94,0.96,4
u3478,reception,d31,0.64,0.72,3
u1249,festival,d102,0.73,0.84,4
u2009,festival,d153,0.68,0.81,4
u4107,wedding,d118,0.9,0.67,3
u3052,party,d78,0.98,0.95,5
u4357,festival,d52,0.87,0.66,3
u3957,reception,d193,0.64,0.67,3
u4233,wedding,d118,0.72,0.97,4
u4922,college,d172,0.65,0.91,3
u1877,party,d158,0.69,0.93,5
u858,formal,d55,0.76,0.79,3
u1476,wedding,d190,0.88,0.78,4
u231,formal,d171,0.83,0.66,4
u544,wedding,d160,0.91,0.98,4
u1025,formal,d143,0.79,0.9,5
u516,college,d35,0.95,0.97,5
u3705,reception,d20,0.66,0.71,4
u175,wedding,d134,0.96,0.69,5
u3298,college,d199,0.86,0.89,5
u2478,reception,d31,0.71,0.93,4
u1803,festival,d169,0.97,0.88,5
u4396,party,d113,0.74,0.6,4
u966,college,d93,0.74,0.86,4
u3705,party,d95,0.99,0.93,4
u254,festival,d126,0.78,0.86,4
u2825,formal,d7,0.87,0.84,4
u4099,reception,d58,0.87,0.94,3
u1893,festival,d102,0.76,0.64,4
u893,reception,d37,0.99,0.99,3
u4984,college,d3,0.8,0.92,3
u768,formal,d164,0.92,0.61,5
u2166,festival,d169,0.66,0.99,3
u713,wedding,d28,0.78,0.76,4
u3644,party,d137,0.98,0.9,5
u3763,festival,d92,0.75,0.93,3
u4985,formal,d185,0.85,0.65,3
u3199,wedding,d170,0.74,0.88,3
u4993,party,d133,0.73,0.74,3
u2017,party,d132,0.96,0.92,4
u1950,formal,d161,0.77,0.75,5
u4649,college,d45,0.93,0.63,5
u439,formal,d164,0.87,0.68,4
u1908,wedding,d23,0.69,0.76,4
u1476,festival,d131,0.91,0.79,3
u4705,festival,d62,0.63,0.8,3
u620,reception,d47,0.7,0.87,4
u713,reception,d44,0.85,0.68,4
u3686,wedding,d163,0.93,0.94,4
u3521,college,d124,0.73,1.0,5
u4624,formal,d18,0.87,0.67,4
u4835,wedding,d97,0.7,0.72,5
u642,formal,d104,0.81,0.67,3
u4823,party,d192,0.66,0.64,3
u1249,reception,d80,0.74,0.71,4
u1998,formal,d164,0.78,0.68,3
u662,reception,d139,0.97,0.98,4
u4108,festival,d88,0.89,0.7,5
u259,wedding,d167,0.89,0.72,3
u1803,party,d32,0.82,0.97,3
u4283,formal,d27,0.75,0.76,3
u1291,reception,d47,0.79,0.65,4
u4009,reception,d46,0.79,0.75,5
u472,college,d35,0.78,0.73,3
u55,reception,d37,0.91,0.74,4
u2189,festival,d106,0.86,0.92,5
u3311,party,d40,0.94,0.78,3
u1679,wedding,d59,0.76,0.72,3
u2817,festival,d9,0.61,0.8,5
u4689,party,d32,0.93,0.66,4
u1651,college,d70,0.92,0.94,4
u4452,college,d172,0.68,0.88,3
u3489,formal,d159,0.86,0.91,3
u2647,reception,d11,0.74,0.86,5
u1014,reception,d12,0.97,0.67,3
u764,festival,d79,0.72,0.99,3
u614,festival,d148,0.94,0.66,3
u2518,festival,d183,0.8,0.93,5
u754,formal,d6,0.83,0.92,3
u265,wedding,d134,0.65,0.93,3
u437,reception,d110,0.83,0.79,5
u88,wedding,d24,1.0,0.98,5
u2315,wedding,d134,0.87,0.82,5
u2253,festival,d177,0.95,0.91,4
u1774,wedding,d196,0.76,0.73,4
u567,festival,d49,0.81,0.94,5
u4500,college,d13,0.82,0.82,5
u977,college,d156,0.83,0.97,5
u353,college,d13,0.85,0.7,5
u2180,wedding,d90,0.79,0.79,5
u1933,reception,d80,0.93,0.63,5
u3871,reception,d8,0.67,0.99,5
u163,formal,d38,0.98,0.7,3
u2629,wedding,d150,0.9,0.83,3
u1581,wedding,d134,0.6,0.78,5
u2335,formal,d14,0.75,0.81,4
u3665,wedding,d167,0.64,0.94,5
u2059,reception,d60,0.69,0.63,3
u2821,reception,d5,0.76,0.77,5
u1622,formal,d39,0.65,0.66,4
u1677,reception,d20,0.67,0.67,4
u3478,reception,d136,0.71,0.98,4
u3656,party,d1,0.82,0.66,5
u4630,college,d68,0.63,0.67,5
u2780,party,d137,0.79,0.73,3
u1962,formal,d74,0.79,0.76,3
u104,formal,d143,0.89,0.78,4
u4061,festival,d183,0.65,0.85,4
u1188,reception,d57,0.72,0.84,5
u2297,party,d113,0.67,0.61,5
u201,wedding,d112,0.62,0.66,3
u786,festival,d25,0.74,0.67,4
u4577,party,d165,0.83,0.91,4
u4911,formal,d123,0.94,0.71,4
u1251,party,d182,0.76,0.6,4
u4101,festival,d106,0.84,0.99,3
u2946,formal,d143,0.98,0.87,3
u4490,formal,d74,0.66,0.87,5
u1373,festival,d197,0.68,0.65,3
u4886,festival,d114,0.87,0.91,3
u1607,formal,d195,0.99,0.8,3
u2076,formal,d101,0.87,0.93,4
u4409,festival,d25,0.73,1.0,3
u1952,college,d199,0.68,0.86,5
u2574,reception,d53,0.92,0.82,4
u4444,formal,d184,0.76,0.86,4
u4448,festival,d66,0.76,0.93,5
u4045,reception,d5,0.75,0.9,4
u3768,reception,d60,0.9,0.96,4
u3512,formal,d27,0.72,0.94,5
u2256,formal,d164,0.68,0.72,4
u1752,wedding,d167,0.76,0.74,3
u291,party,d165,0.62,0.9,4
u3038,reception,d46,0.81,0.71,5
u4873,formal,d75,0.97,0.86,5
u1113,college,d194,0.67,0.98,5
u3890,formal,d72,0.76,0.84,3
u2404,college,d33,0.96,0.82,4
u4370,reception,d152,0.74,0.83,4
u1056,college,d129,0.9,0.7,4
u4487,festival,d177,0.75,0.84,4
u1476,reception,d193,0.61,0.99,4
u1095,reception,d47,0.99,0.84,3
u2721,festival,d106,0.7,0.73,3
u4990,party,d32,0.93,0.75,4
u1330,college,d45,0.67,0.93,3
u3820,reception,d166,0.76,0.83,5
u2779,college,d61,0.86,0.86,3
u2168,festival,d177,0.91,0.69,5
u3125,festival,d119,0.77,0.91,5
u2309,reception,d5,0.89,0.94,4
u544,formal,d14,0.74,0.84,4
u798,formal,d147,0.62,0.95,4
u850,party,d54,0.74,0.98,5
u1451,party,d113,0.9,0.7,5
u159,college,d45,0.78,0.72,3
u3332,reception,d46,0.74,0.67,4
u4976,formal,d98,0.97,0.72,4
u3767,reception,d188,0.63,0.93,3
u1764,wedding,d94,0.72,0.84,4
u738,party,d76,0.91,0.9,5
u23,reception,d47,0.92,0.84,3
u2554,festival,d111,0.84,0.72,5
u1095,formal,d98,0.84,0.65,3
u2736,wedding,d162,0.83,0.87,3
u2019,formal,d64,0.71,0.77,3
u301,festival,d102,0.76,0.65,4
